PartipantID,TrialIndex,ChartName,TruePercentage,ReportedPercentage,Error
p1,0,Rose,34.32461,15.0,4.2723675
p1,1,Bar,33.234768,33.0,-2.0906928
p1,2,Rose,73.15115,60.0,3.7171175
p1,3,Bar,90.71916,90.0,-0.4756113
p1,4,Bar,24.112278,25.0,-0.17182012
p1,5,Rose,81.478065,80.0,0.5637102
p1,6,Pie,27.890757,100.0,6.172112
p1,7,Pie,61.747086,100.0,5.257498
p1,8,Pie,50.02024,100.0,5.643272
