PartipantID,TrialIndex,ChartName,TruePercentage,ReportedPercentage,Error
p1,0,Rose,79.77896,50.0,4.8962216
p1,1,Pie,27.592373,100.0,6.1780696
p1,2,Rose,47.306446,25.0,4.4793887
p1,3,Bar,13.677261,20.0,2.6605496
p1,4,Rose,20.147915,10.0,3.3431115
p1,5,Bar,10.72051,20.0,3.2140455
p1,6,Bar,6.790968,15.0,3.0372121
p1,7,Pie,82.27445,100.0,4.147758
p1,8,Pie,56.092506,100.0,5.456395
