PartipantID,TrialIndex,ChartName,TruePercentage,ReportedPercentage,Error
p1,0,Rose,59.06998,30.0,4.8614583
p1,1,Pie,55.736397,100.0,5.468049
p1,2,Bar,73.87314,80.0,2.6151483
p1,3,Pie,31.089064,100.0,6.106661
p1,4,Bar,18.023777,10.0,3.0042813
p1,5,Pie,58.023006,100.0,5.3915267
p1,6,Rose,89.337166,90.0,-0.59328014
p1,7,Rose,14.690354,5.0,3.2765496
p1,8,Bar,57.673645,40.0,4.143528
