PartipantID,TrialIndex,ChartName,TruePercentage,ReportedPercentage,Error
p1,0,Rose,0.72085696,0.0,-0.4722151
p1,1,Bar,30.91977,40.0,3.1827288
p1,2,Pie,30.880707,100.0,6.1110168
p1,3,Pie,74.93028,100.0,4.647874
p1,4,Rose,99.68601,100.0,-1.67122
p1,5,Bar,0.44510415,1.0,-0.849711
p1,6,Bar,22.74701,30.0,2.8585758
p1,7,Rose,19.93899,5.0,3.9010105
p1,8,Pie,56.055893,100.0,5.4575977
