PartipantID,TrialIndex,ChartName,TruePercentage,ReportedPercentage,Error
p1,0,Rose,94.29725,90.0,2.1034133
p1,1,Rose,97.03117,100.0,1.5698928
p1,2,Bar,31.068796,35.0,1.9749712
p1,3,Bar,2.7703543,5.0,1.1568145
p1,4,Pie,81.976555,100.0,4.1718025
p1,5,Rose,59.92029,30.0,4.9030523
p1,6,Bar,74.46718,75.0,-0.90827537
p1,7,Pie,54.535763,100.0,5.50666
p1,8,Pie,48.191235,100.0,5.695124
