PartipantID,TrialIndex,ChartName,TruePercentage,ReportedPercentage,Error
p1,0,Rose,9.7602,1.0,3.1309638
p1,1,Rose,55.643017,33.0,4.500994
p1,2,Rose,81.62654,75.0,2.728256
p1,3,Bar,19.01427,20.0,-0.020736706
p1,4,Bar,37.294655,40.0,1.4358126
p1,5,Bar,96.46057,97.0,-0.89049584
p1,6,Pie,40.138714,100.0,5.9035516
p1,7,Pie,14.2285795,100.0,6.4224253
p1,8,Pie,92.00758,100.0,2.9986317
