PartipantID,TrialIndex,ChartName,TruePercentage,ReportedPercentage,Error
p1,0,Rose,51.7057,45.0,2.745388
p1,1,Pie,12.219382,100.0,6.4558306
p1,2,Bar,37.946285,50.0,3.591406
p1,3,Pie,32.108784,100.0,6.0851536
p1,4,Rose,90.340935,90.0,-1.5524323
p1,5,Bar,58.4282,75.0,4.0506587
p1,6,Rose,37.69717,20.0,4.145447
p1,7,Bar,79.45166,75.0,2.1543434
p1,8,Pie,5.1007395,100.0,6.568325
