PartipantID,TrialIndex,ChartName,TruePercentage,ReportedPercentage,Error
p1,0,dash,47.721878,16.0,4.9874063
p1,1,dash,21.224232,50.0,4.846782
p1,2,animate,22.397526,10.0,3.6319802
p1,3,bold,7.3241906,3.0,2.11243
p1,4,animate,57.599514,50.0,2.9259071
p1,5,bold,93.102905,90.0,1.6336197
p1,6,bold,3.8321815,1.0,1.5019137
p1,7,animate,1.8642815,1.0,-0.21042675
p1,8,dash,16.626541,5.0,3.53935
